league,game_id,date,time,home_id,home_name,away_id,away_name,venue_name,city,state,full_address,lat,lon
mls,mls_1151017,2024-06-20,19:30:00,1611,Sporting Kansas City,1606,Real Salt Lake,Children's Mercy Park,Kansas City,Kansas,"1 Sporting Way, Kansas City, KS 66111",39.12162205,-94.8242420567949
mls,mls_1151018,2024-06-20,19:30:00,20787,St. Louis City,1610,Colorado Rapids,CityPark,St. Louis,Missouri,"2100 Market St, St. Louis, MO 63103",38.630277,-90.211695
mls,mls_1151019,2024-06-20,21:30:00,1605,Los Angeles Galaxy,1604,New York City FC,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151020,2024-06-20,21:30:00,1596,San Jose Earthquakes,1617,Portland Timbers,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151021,2024-06-22,18:30:00,2242,FC Cincinnati,1609,New England Revolution,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151022,2024-06-22,18:30:00,1613,Columbus Crew,1611,Sporting Kansas City,Lower.com Field,Columbus,Ohio,"96 Columbus Crew Way, Columbus, OH 43215",39.9683881,-83.0168287038446
mls,mls_1151023,2024-06-22,18:30:00,1615,DC United,1600,Houston Dynamo,Audi Field,Washington,D.C.,"100 Potomac Ave SW, Washington, DC 20024",38.86979612162162,-77.01116720270271
mls,mls_1151024,2024-06-22,18:30:00,1602,New York Red Bulls,1601,Toronto FC,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151025,2024-06-22,18:30:00,1598,Orlando City SC,1607,Chicago Fire,Exploria Stadium,Orlando,Florida,"655 W Church St, Orlando, FL 32805",28.541079,-81.389273
mls,mls_1151026,2024-06-22,18:30:00,1599,Philadelphia Union,18310,Charlotte,Subaru Park,Chester,Pennsylvania,"2501 Seaport Dr, Chester, PA 19013",39.827986,-75.387533
mls,mls_1151027,2024-06-23,19:30:00,1612,Minnesota United FC,16489,Austin,Allianz Field,Saint Paul,Minnesota,"400 Snelling Ave N, St Paul, MN 55104",44.954908,-93.166835
mls,mls_1151028,2024-06-23,19:30:00,9569,Nashville SC,1604,New York City FC,Geodis Park,Nashville,Tennessee,"501 Benton Ave, Nashville, TN 37203",36.131552,-86.767594
mls,mls_1151029,2024-06-23,19:30:00,20787,St. Louis City,1608,Atlanta United FC,CityPark,St. Louis,Missouri,"2100 Market St, St. Louis, MO 63103",38.630277,-90.211695
mls,mls_1151030,2024-06-23,20:30:00,1610,Colorado Rapids,1614,CF Montreal,Dick's Sporting Goods Park,Commerce City,Colorado,"6000 Victory Way, Commerce City, CO 80022",39.807071,-104.893192
mls,mls_1151031,2024-06-23,20:30:00,1606,Real Salt Lake,1605,Los Angeles Galaxy,America First Field,Sandy,Utah,"9256 S State St, Sandy, UT 84070",40.582438,-111.893438
mls,mls_1151032,2024-06-23,21:30:00,1616,Los Angeles FC,1596,San Jose Earthquakes,BMO Stadium,Los Angeles,California,"3939 S Figueroa St, Los Angeles, CA 90037",34.01268334693878,-118.28283912244898
mls,mls_1151033,2024-06-23,21:30:00,1617,Portland Timbers,1603,Vancouver Whitecaps,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151034,2024-06-23,21:30:00,1595,Seattle Sounders,1597,FC Dallas,Lumen Field,Seattle,Washington,"800 Occidental Avenue S., Seattle, WA 98134",47.595438,-122.331593
mls,mls_1151035,2024-06-30,21:30:00,1603,Vancouver Whitecaps,20787,St. Louis City,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151036,2024-06-28,18:30:00,1604,New York City FC,1598,Orlando City SC,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mls,mls_1151037,2024-06-29,18:30:00,1608,Atlanta United FC,1601,Toronto FC,Mercedes-Benz Stadium,Atlanta,Georgia,"35 Northside Dr NW, Atlanta, GA 30313",33.755447,-84.402094
mls,mls_1151038,2024-06-29,18:30:00,1614,CF Montreal,1599,Philadelphia Union,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
mls,mls_1151039,2024-06-29,18:30:00,1609,New England Revolution,1613,Columbus Crew,Gillette Stadium,Foxborough,Massachusetts,"1 Patriot Place, Foxborough MA 02035",42.088379,-71.261241
mls,mls_1151040,2024-06-29,18:30:00,1602,New York Red Bulls,1615,DC United,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151041,2024-06-30,19:30:00,1597,FC Dallas,2242,FC Cincinnati,Toyota Stadium,Frisco,Texas,"9200 World Cup Way, Frisco, TX 75033",33.159214,-96.837644
mls,mls_1151042,2024-06-30,19:30:00,1600,Houston Dynamo,18310,Charlotte,Shell Energy Stadium,Houston,Texas,"2200 Texas Ave, Houston, TX 77003",29.753622,-95.352147
mls,mls_1151043,2024-06-30,19:30:00,1611,Sporting Kansas City,16489,Austin,Children's Mercy Park,Kansas City,Kansas,"1 Sporting Way, Kansas City, KS 66111",39.12162205,-94.8242420567949
mls,mls_1151044,2024-06-30,19:30:00,9569,Nashville SC,9568,Inter Miami,Geodis Park,Nashville,Tennessee,"501 Benton Ave, Nashville, TN 37203",36.131552,-86.767594
mls,mls_1151045,2024-06-30,21:30:00,1616,Los Angeles FC,1610,Colorado Rapids,BMO Stadium,Los Angeles,California,"3939 S Figueroa St, Los Angeles, CA 90037",34.01268334693878,-118.28283912244898
mls,mls_1151046,2024-06-30,21:30:00,1617,Portland Timbers,1612,Minnesota United FC,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151047,2024-06-30,21:30:00,1596,San Jose Earthquakes,1605,Los Angeles Galaxy,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151048,2024-06-30,21:30:00,1595,Seattle Sounders,1607,Chicago Fire,Lumen Field,Seattle,Washington,"800 Occidental Avenue S., Seattle, WA 98134",47.595438,-122.331593
mls,mls_1151049,2024-07-03,18:30:00,18310,Charlotte,9568,Inter Miami,Bank of America Stadium,Charlotte,North Carolina,"800 South Mint St., Charlotte, NC 28202",35.225731,-80.850943
mls,mls_1151050,2024-07-03,17:30:00,1613,Columbus Crew,9569,Nashville SC,Lower.com Field,Columbus,Ohio,"96 Columbus Crew Way, Columbus, OH 43215",39.9683881,-83.0168287038446
mls,mls_1151051,2024-07-03,18:30:00,1615,DC United,2242,FC Cincinnati,Audi Field,Washington,D.C.,"100 Potomac Ave SW, Washington, DC 20024",38.86979612162162,-77.01116720270271
mls,mls_1151052,2024-07-03,18:45:00,1609,New England Revolution,1608,Atlanta United FC,Gillette Stadium,Foxborough,Massachusetts,"1 Patriot Place, Foxborough MA 02035",42.088379,-71.261241
mls,mls_1151053,2024-07-03,18:30:00,1604,New York City FC,1614,CF Montreal,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mls,mls_1151054,2024-07-03,18:30:00,1601,Toronto FC,1598,Orlando City SC,BMO Field,Toronto,Ontario,"170 Princes' Blvd, Toronto, ON M6K 3C3, Canada",43.632664,-79.4186143
mls,mls_1151055,2024-07-04,19:30:00,1607,Chicago Fire,1599,Philadelphia Union,Soldier Field,Chicago,Illinois,"1410 S Museum Campus Drive, Chicago, IL 60605",41.8662155,-87.6137248
mls,mls_1151056,2024-07-04,19:30:00,1612,Minnesota United FC,1603,Vancouver Whitecaps,Allianz Field,Saint Paul,Minnesota,"400 Snelling Ave N, St Paul, MN 55104",44.954908,-93.166835
mls,mls_1151057,2024-07-04,19:30:00,20787,St. Louis City,1596,San Jose Earthquakes,CityPark,St. Louis,Missouri,"2100 Market St, St. Louis, MO 63103",38.630277,-90.211695
mls,mls_1151058,2024-07-04,20:30:00,1606,Real Salt Lake,1600,Houston Dynamo,America First Field,Sandy,Utah,"9256 S State St, Sandy, UT 84070",40.582438,-111.893438
mls,mls_1151059,2024-07-05,19:30:00,1597,FC Dallas,1617,Portland Timbers,Toyota Stadium,Frisco,Texas,"9200 World Cup Way, Frisco, TX 75033",33.159214,-96.837644
mls,mls_1151060,2024-07-05,20:30:00,1610,Colorado Rapids,1611,Sporting Kansas City,Dick's Sporting Goods Park,Commerce City,Colorado,"6000 Victory Way, Commerce City, CO 80022",39.807071,-104.893192
mls,mls_1151061,2024-07-05,21:30:00,1605,Los Angeles Galaxy,1616,Los Angeles FC,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151062,2024-07-06,18:30:00,2242,FC Cincinnati,9568,Inter Miami,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151063,2024-07-06,18:30:00,1613,Columbus Crew,1601,Toronto FC,Lower.com Field,Columbus,Ohio,"96 Columbus Crew Way, Columbus, OH 43215",39.9683881,-83.0168287038446
mls,mls_1151064,2024-07-06,18:30:00,1614,CF Montreal,1603,Vancouver Whitecaps,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
mls,mls_1151065,2024-07-06,18:30:00,1598,Orlando City SC,1615,DC United,Exploria Stadium,Orlando,Florida,"655 W Church St, Orlando, FL 32805",28.541079,-81.389273
mls,mls_1151066,2024-07-06,18:30:00,1599,Philadelphia Union,1602,New York Red Bulls,Subaru Park,Chester,Pennsylvania,"2501 Seaport Dr, Chester, PA 19013",39.827986,-75.387533
mls,mls_1151067,2024-07-07,19:30:00,16489,Austin,1604,New York City FC,Q2 Stadium,Austin,Texas,"10414 Mc Kalla Pl, Austin, TX 78758",30.386286,-97.718773
mls,mls_1151068,2024-07-07,20:30:00,1606,Real Salt Lake,1608,Atlanta United FC,America First Field,Sandy,Utah,"9256 S State St, Sandy, UT 84070",40.582438,-111.893438
mls,mls_1151069,2024-07-07,21:30:00,1595,Seattle Sounders,1609,New England Revolution,Lumen Field,Seattle,Washington,"800 Occidental Avenue S., Seattle, WA 98134",47.595438,-122.331593
mls,mls_1151070,2024-09-08,19:30:00,1600,Houston Dynamo,1616,Los Angeles FC,Shell Energy Stadium,Houston,Texas,"2200 Texas Ave, Houston, TX 77003",29.753622,-95.352147
mls,mls_1151071,2024-07-08,19:30:00,1611,Sporting Kansas City,1597,FC Dallas,Children's Mercy Park,Kansas City,Kansas,"1 Sporting Way, Kansas City, KS 66111",39.12162205,-94.8242420567949
mls,mls_1151072,2024-07-08,19:30:00,1596,San Jose Earthquakes,1607,Chicago Fire,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151073,2024-07-08,20:30:00,1610,Colorado Rapids,20787,St. Louis City,Dick's Sporting Goods Park,Commerce City,Colorado,"6000 Victory Way, Commerce City, CO 80022",39.807071,-104.893192
mls,mls_1151074,2024-07-08,21:30:00,1605,Los Angeles Galaxy,1612,Minnesota United FC,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151075,2024-07-08,21:30:00,1617,Portland Timbers,9569,Nashville SC,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151076,2024-07-13,18:30:00,2242,FC Cincinnati,18310,Charlotte,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151077,2024-07-13,18:30:00,1615,DC United,9569,Nashville SC,Audi Field,Washington,D.C.,"100 Potomac Ave SW, Washington, DC 20024",38.86979612162162,-77.01116720270271
mls,mls_1151078,2024-07-13,18:30:00,1614,CF Montreal,1608,Atlanta United FC,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
mls,mls_1151079,2024-07-13,18:30:00,1609,New England Revolution,1598,Orlando City SC,Gillette Stadium,Foxborough,Massachusetts,"1 Patriot Place, Foxborough MA 02035",42.088379,-71.261241
mls,mls_1151080,2024-07-13,18:30:00,1601,Toronto FC,1599,Philadelphia Union,BMO Field,Toronto,Ontario,"170 Princes' Blvd, Toronto, ON M6K 3C3, Canada",43.632664,-79.4186143
mls,mls_1151081,2024-07-14,19:30:00,16489,Austin,1595,Seattle Sounders,Q2 Stadium,Austin,Texas,"10414 Mc Kalla Pl, Austin, TX 78758",30.386286,-97.718773
mls,mls_1151082,2024-07-14,19:30:00,1607,Chicago Fire,1604,New York City FC,Soldier Field,Chicago,Illinois,"1410 S Museum Campus Drive, Chicago, IL 60605",41.8662155,-87.6137248
mls,mls_1151083,2024-07-14,19:30:00,1597,FC Dallas,1605,Los Angeles Galaxy,Toyota Stadium,Frisco,Texas,"9200 World Cup Way, Frisco, TX 75033",33.159214,-96.837644
mls,mls_1151084,2024-07-14,19:30:00,1600,Houston Dynamo,1612,Minnesota United FC,Shell Energy Stadium,Houston,Texas,"2200 Texas Ave, Houston, TX 77003",29.753622,-95.352147
mls,mls_1151085,2024-07-14,19:30:00,20787,St. Louis City,1603,Vancouver Whitecaps,CityPark,St. Louis,Missouri,"2100 Market St, St. Louis, MO 63103",38.630277,-90.211695
mls,mls_1151086,2024-07-14,20:30:00,1610,Colorado Rapids,1602,New York Red Bulls,Dick's Sporting Goods Park,Commerce City,Colorado,"6000 Victory Way, Commerce City, CO 80022",39.807071,-104.893192
mls,mls_1151087,2024-07-14,21:30:00,1616,Los Angeles FC,1613,Columbus Crew,BMO Stadium,Los Angeles,California,"3939 S Figueroa St, Los Angeles, CA 90037",34.01268334693878,-118.28283912244898
mls,mls_1151088,2024-07-14,21:25:00,1617,Portland Timbers,1606,Real Salt Lake,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151089,2024-07-14,21:30:00,1596,San Jose Earthquakes,1611,Sporting Kansas City,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151090,2024-07-17,18:30:00,1608,Atlanta United FC,1604,New York City FC,Mercedes-Benz Stadium,Atlanta,Georgia,"35 Northside Dr NW, Atlanta, GA 30313",33.755447,-84.402094
mls,mls_1151091,2024-07-17,18:30:00,2242,FC Cincinnati,1607,Chicago Fire,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151092,2024-07-17,18:30:00,1613,Columbus Crew,18310,Charlotte,Lower.com Field,Columbus,Ohio,"96 Columbus Crew Way, Columbus, OH 43215",39.9683881,-83.0168287038446
mls,mls_1151093,2024-07-17,18:30:00,9568,Inter Miami,1601,Toronto FC,DRV PNK Stadium,Fort Lauderdale,Florida,"1350 NW 55th St, Fort Lauderdale, FL 33309",26.19424875350321,-80.16110580628542
mls,mls_1151094,2024-07-17,18:30:00,1602,New York Red Bulls,1614,CF Montreal,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151095,2024-07-17,18:30:00,1599,Philadelphia Union,1609,New England Revolution,Subaru Park,Chester,Pennsylvania,"2501 Seaport Dr, Chester, PA 19013",39.827986,-75.387533
mls,mls_1151096,2024-07-18,19:30:00,1597,FC Dallas,16489,Austin,Toyota Stadium,Frisco,Texas,"9200 World Cup Way, Frisco, TX 75033",33.159214,-96.837644
mls,mls_1151097,2024-07-18,19:30:00,1612,Minnesota United FC,1615,DC United,Allianz Field,Saint Paul,Minnesota,"400 Snelling Ave N, St Paul, MN 55104",44.954908,-93.166835
mls,mls_1151098,2024-07-18,19:30:00,9569,Nashville SC,1598,Orlando City SC,Geodis Park,Nashville,Tennessee,"501 Benton Ave, Nashville, TN 37203",36.131552,-86.767594
mls,mls_1151099,2024-07-18,21:30:00,1605,Los Angeles Galaxy,1610,Colorado Rapids,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151100,2024-07-18,21:45:00,1616,Los Angeles FC,1606,Real Salt Lake,BMO Stadium,Los Angeles,California,"3939 S Figueroa St, Los Angeles, CA 90037",34.01268334693878,-118.28283912244898
mls,mls_1151101,2024-07-18,21:30:00,1596,San Jose Earthquakes,1600,Houston Dynamo,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151102,2024-07-18,21:30:00,1595,Seattle Sounders,20787,St. Louis City,Lumen Field,Seattle,Washington,"800 Occidental Avenue S., Seattle, WA 98134",47.595438,-122.331593
mls,mls_1151103,2024-07-18,21:30:00,1603,Vancouver Whitecaps,1611,Sporting Kansas City,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151104,2024-07-21,21:30:00,1603,Vancouver Whitecaps,1600,Houston Dynamo,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151105,2024-07-20,18:30:00,1608,Atlanta United FC,1613,Columbus Crew,Mercedes-Benz Stadium,Atlanta,Georgia,"35 Northside Dr NW, Atlanta, GA 30313",33.755447,-84.402094
mls,mls_1151106,2024-07-20,18:30:00,9568,Inter Miami,1607,Chicago Fire,DRV PNK Stadium,Fort Lauderdale,Florida,"1350 NW 55th St, Fort Lauderdale, FL 33309",26.19424875350321,-80.16110580628542
mls,mls_1151107,2024-07-20,18:30:00,1614,CF Montreal,1601,Toronto FC,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
mls,mls_1151108,2024-07-20,18:30:00,1609,New England Revolution,1597,FC Dallas,Gillette Stadium,Foxborough,Massachusetts,"1 Patriot Place, Foxborough MA 02035",42.088379,-71.261241
mls,mls_1151109,2024-07-20,18:30:00,1602,New York Red Bulls,2242,FC Cincinnati,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151110,2024-07-20,18:30:00,1598,Orlando City SC,1604,New York City FC,Exploria Stadium,Orlando,Florida,"655 W Church St, Orlando, FL 32805",28.541079,-81.389273
mls,mls_1151111,2024-07-20,18:30:00,1599,Philadelphia Union,9569,Nashville SC,Subaru Park,Chester,Pennsylvania,"2501 Seaport Dr, Chester, PA 19013",39.827986,-75.387533
mls,mls_1151112,2024-07-21,19:30:00,16489,Austin,18310,Charlotte,Q2 Stadium,Austin,Texas,"10414 Mc Kalla Pl, Austin, TX 78758",30.386286,-97.718773
mls,mls_1151113,2024-07-21,19:30:00,1611,Sporting Kansas City,20787,St. Louis City,Children's Mercy Park,Kansas City,Kansas,"1 Sporting Way, Kansas City, KS 66111",39.12162205,-94.8242420567949
mls,mls_1151114,2024-07-21,19:30:00,1612,Minnesota United FC,1596,San Jose Earthquakes,Allianz Field,Saint Paul,Minnesota,"400 Snelling Ave N, St Paul, MN 55104",44.954908,-93.166835
mls,mls_1151115,2024-07-21,20:30:00,1610,Colorado Rapids,1606,Real Salt Lake,Dick's Sporting Goods Park,Commerce City,Colorado,"6000 Victory Way, Commerce City, CO 80022",39.807071,-104.893192
mls,mls_1151116,2024-07-21,21:45:00,1605,Los Angeles Galaxy,1617,Portland Timbers,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151117,2024-07-21,21:30:00,1595,Seattle Sounders,1616,Los Angeles FC,Lumen Field,Seattle,Washington,"800 Occidental Avenue S., Seattle, WA 98134",47.595438,-122.331593
mls,mls_1151118,2024-08-24,17:45:00,1612,Minnesota United FC,1595,Seattle Sounders,Allianz Field,Saint Paul,Minnesota,"400 Snelling Ave N, St Paul, MN 55104",44.954908,-93.166835
mls,mls_1151119,2024-10-13,18:30:00,1603,Vancouver Whitecaps,1616,Los Angeles FC,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151120,2024-08-24,18:30:00,18310,Charlotte,1602,New York Red Bulls,Bank of America Stadium,Charlotte,North Carolina,"800 South Mint St., Charlotte, NC 28202",35.225731,-80.850943
mls,mls_1151121,2024-08-24,18:30:00,1615,DC United,1597,FC Dallas,Audi Field,Washington,D.C.,"100 Potomac Ave SW, Washington, DC 20024",38.86979612162162,-77.01116720270271
mls,mls_1151122,2024-08-24,18:30:00,9568,Inter Miami,2242,FC Cincinnati,DRV PNK Stadium,Fort Lauderdale,Florida,"1350 NW 55th St, Fort Lauderdale, FL 33309",26.19424875350321,-80.16110580628542
mls,mls_1151123,2024-08-24,18:30:00,1614,CF Montreal,1609,New England Revolution,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
mls,mls_1151124,2024-08-24,18:30:00,1604,New York City FC,1607,Chicago Fire,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mls,mls_1151125,2024-08-28,18:30:00,1599,Philadelphia Union,1613,Columbus Crew,Subaru Park,Chester,Pennsylvania,"2501 Seaport Dr, Chester, PA 19013",39.827986,-75.387533
mls,mls_1151126,2024-08-25,19:30:00,1600,Houston Dynamo,1601,Toronto FC,Shell Energy Stadium,Houston,Texas,"2200 Texas Ave, Houston, TX 77003",29.753622,-95.352147
mls,mls_1151127,2024-08-25,19:30:00,1611,Sporting Kansas City,1598,Orlando City SC,Children's Mercy Park,Kansas City,Kansas,"1 Sporting Way, Kansas City, KS 66111",39.12162205,-94.8242420567949
mls,mls_1151128,2024-08-25,19:30:00,9569,Nashville SC,16489,Austin,Geodis Park,Nashville,Tennessee,"501 Benton Ave, Nashville, TN 37203",36.131552,-86.767594
mls,mls_1151129,2024-08-25,20:30:00,1606,Real Salt Lake,1596,San Jose Earthquakes,America First Field,Sandy,Utah,"9256 S State St, Sandy, UT 84070",40.582438,-111.893438
mls,mls_1151130,2024-08-25,21:30:00,1605,Los Angeles Galaxy,1608,Atlanta United FC,Dignity Health Sports Park,Carson,California,"18400 Avalon Blvd, Carson, CA 90746",33.86207,-118.262794
mls,mls_1151131,2024-08-25,21:30:00,1617,Portland Timbers,20787,St. Louis City,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151132,2024-08-31,18:30:00,18310,Charlotte,1608,Atlanta United FC,Bank of America Stadium,Charlotte,North Carolina,"800 South Mint St., Charlotte, NC 28202",35.225731,-80.850943
mls,mls_1151133,2024-08-31,18:30:00,2242,FC Cincinnati,1614,CF Montreal,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151134,2024-08-31,18:30:00,1613,Columbus Crew,1604,New York City FC,Lower.com Field,Columbus,Ohio,"96 Columbus Crew Way, Columbus, OH 43215",39.9683881,-83.0168287038446
mls,mls_1151135,2024-08-31,18:30:00,1602,New York Red Bulls,1599,Philadelphia Union,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151136,2024-08-31,18:30:00,1598,Orlando City SC,9569,Nashville SC,Exploria Stadium,Orlando,Florida,"655 W Church St, Orlando, FL 32805",28.541079,-81.389273
mls,mls_1151137,2024-08-31,18:30:00,1601,Toronto FC,1615,DC United,BMO Field,Toronto,Ontario,"170 Princes' Blvd, Toronto, ON M6K 3C3, Canada",43.632664,-79.4186143
mls,mls_1151138,2024-09-01,19:30:00,16489,Austin,1603,Vancouver Whitecaps,Q2 Stadium,Austin,Texas,"10414 Mc Kalla Pl, Austin, TX 78758",30.386286,-97.718773
mls,mls_1151139,2024-09-01,19:30:00,1607,Chicago Fire,9568,Inter Miami,Soldier Field,Chicago,Illinois,"1410 S Museum Campus Drive, Chicago, IL 60605",41.8662155,-87.6137248
mls,mls_1151140,2024-09-01,19:30:00,1597,FC Dallas,1610,Colorado Rapids,Toyota Stadium,Frisco,Texas,"9200 World Cup Way, Frisco, TX 75033",33.159214,-96.837644
mls,mls_1151141,2024-09-01,20:30:00,1606,Real Salt Lake,1609,New England Revolution,America First Field,Sandy,Utah,"9256 S State St, Sandy, UT 84070",40.582438,-111.893438
mls,mls_1151142,2024-09-01,21:30:00,1616,Los Angeles FC,1600,Houston Dynamo,BMO Stadium,Los Angeles,California,"3939 S Figueroa St, Los Angeles, CA 90037",34.01268334693878,-118.28283912244898
mls,mls_1151143,2024-09-01,21:30:00,1617,Portland Timbers,1595,Seattle Sounders,Providence Park,Portland,Oregon,"1844 SW Morrison St, Portland, OR 97205",45.522553555555554,-122.69195277777777
mls,mls_1151144,2024-09-01,21:30:00,1596,San Jose Earthquakes,1612,Minnesota United FC,PayPal Park,San Jose,California,"1123 Coleman Ave, San Jose, CA 95110",37.351596,-121.9237643
mls,mls_1151145,2024-09-01,13:45:00,20787,St. Louis City,1605,Los Angeles Galaxy,CityPark,St. Louis,Missouri,"2100 Market St, St. Louis, MO 63103",38.630277,-90.211695
mls,mls_1151146,2024-09-08,21:30:00,1603,Vancouver Whitecaps,1597,FC Dallas,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151147,2024-09-07,18:30:00,1609,New England Revolution,20787,St. Louis City,Gillette Stadium,Foxborough,Massachusetts,"1 Patriot Place, Foxborough MA 02035",42.088379,-71.261241
mls,mls_1151148,2024-09-07,18:30:00,1602,New York Red Bulls,1611,Sporting Kansas City,Red Bull Arena,Harrison,New Jersey,"600 Cape May St, Harrison, NJ 07029",40.735115,-74.155222
mls,mls_1151149,2024-09-08,19:30:00,1607,Chicago Fire,1615,DC United,Soldier Field,Chicago,Illinois,"1410 S Museum Campus Drive, Chicago, IL 60605",41.8662155,-87.6137248
mls,mls_1151150,2024-09-15,21:30:00,1603,Vancouver Whitecaps,1596,San Jose Earthquakes,BC Place,Vancouver,British Columbia,"777 Pacific Blvd, Vancouver, BC V6B 4Y8, Canada",49.2774443,-123.1124427
mls,mls_1151151,2024-09-14,18:30:00,1608,Atlanta United FC,9569,Nashville SC,Mercedes-Benz Stadium,Atlanta,Georgia,"35 Northside Dr NW, Atlanta, GA 30313",33.755447,-84.402094
mls,mls_1151152,2024-09-14,18:30:00,2242,FC Cincinnati,1613,Columbus Crew,TQL Stadium,Cincinnati,Ohio,"1501 Central Pkwy, Cincinnati, OH 45214",39.11106025,-84.52296435488229
mls,mls_1151153,2024-09-14,18:30:00,1615,DC United,1604,New York City FC,Audi Field,Washington,D.C.,"100 Potomac Ave SW, Washington, DC 20024",38.86979612162162,-77.01116720270271
mls,mls_1151154,2024-09-14,18:30:00,9568,Inter Miami,1599,Philadelphia Union,DRV PNK Stadium,Fort Lauderdale,Florida,"1350 NW 55th St, Fort Lauderdale, FL 33309",26.19424875350321,-80.16110580628542
mls,mls_1151155,2024-09-14,18:30:00,1614,CF Montreal,18310,Charlotte,Saputo Stadium,Montreal,Quebec,"4750 Sherbrooke St E, Montreal, Quebec H1V 3S8, Canada",45.5134875,-73.5689988
